"species","PC1_mean","PC1_sd","PC2_mean","PC2_sd","PC3_mean","PC3_sd","PC4_mean","PC4_sd","PC5_mean","PC5_sd","PC6_mean","PC6_sd","PC7_mean","PC7_sd","PC8_mean","PC8_sd"
"Amphiprion_percula",-153.146348965988,59.1100152529207,189.486314918442,39.1254139129374,-53.9270858497249,82.9795206712751,-189.817184824261,11.3172882235089,-7.22527184388515,5.65412344001748,-177.037648014089,50.2521961125396,-96.43954097175,33.7072624631738,-63.6223185161181,16.9723898163766
"Amphiprion_perideraion",-144.950597285295,263.982928464915,153.680249569467,117.701040822169,7.09669083021297,43.7966287813531,-28.9143219594563,28.9283156406418,89.7473846057536,44.605131648582,-15.6478285039601,45.5847703540161,3.46517612652314,22.4674305435221,-37.8353927466612,41.4184359549921
"Amphiprion_polymnus",-222.563056576566,NA,-10.7273451794575,NA,-120.503814856237,NA,-194.837237675913,NA,-89.8776554427457,NA,-85.8877499889289,NA,-152.847181660718,NA,30.8942531803077,NA
"Amphiprion_rubrocinctus",88.5644244386288,NA,242.786685333421,NA,134.190849890035,NA,-163.147974616908,NA,-160.729107483027,NA,-176.526046317242,NA,45.7481660218421,NA,-33.773597580963,NA
"Amphiprion_sandaracinos",-48.4366470766281,NA,206.274035682818,NA,-49.5114209344856,NA,-179.544424495152,NA,48.5241231317582,NA,24.0311248904553,NA,116.05476442741,NA,-27.1648776792631,NA
"Amphiprion_sebae",-119.43466026189,NA,162.179527656579,NA,104.555543840302,NA,-152.965880541892,NA,62.8177484481693,NA,-182.516924051524,NA,-108.225201960959,NA,41.801176812808,NA
"Amphiprion_tricinctus",-95.967290643001,NA,232.178639020016,NA,-70.8647300199574,NA,-63.5630849299385,NA,-30.4049012216963,NA,-79.9381992259546,NA,44.8146161970274,NA,-23.9857499058197,NA
"Azurina_atrilobata",-6.28081032376373,93.5739192977103,-5.27702722968451,141.235081269926,-10.7550535034145,11.3276349872574,118.332614609131,34.3881249891083,-7.7943959131144,40.5762142731872,14.4132209787013,38.4387861589641,50.1380313427122,3.23402331732394,-19.9118931815368,47.9585287101026
"Azurina_brevirostris",-140.673674016697,117.106631391389,-120.881300415795,32.4102167311476,-39.37046202199,54.7517110306252,61.0610752237937,43.6977571671316,3.98810599215945,23.8781841490088,16.980277756704,31.6504600812482,26.9114105851366,19.0330449339388,-52.7538353768325,31.6005181745612
"Azurina_cyanea",196.212010219531,32.0979727514614,-222.939605816821,207.50364984768,-51.2786700981764,71.7387829251822,16.8665338495933,51.3675730422837,-4.56090230301664,18.1502683661018,-25.6402317034471,46.02535743398,-5.90797843631171,14.5538344298639,-44.7662150368784,81.1778326239902
"Azurina_elerae",162.342482288337,36.9597717478662,-24.4715653740495,105.280058515538,-45.7823094566861,2.71745816768665,33.1444787959667,1.49750690786982,34.8219998534085,29.0004369513069,21.4060338677993,9.12088251433424,18.6729814982922,0.0578214321055486,-8.06446812645809,13.8981500520879
